DR_NO;Date Rptd;AREA NAME;Crm Cd Desc
221608300;05/13/2022 12:00:00 AM;Foothill   ;BUNCO, PETTY THEFT                                      
221608062;05/06/2022 12:00:00 AM;Foothill   ;THEFT OF IDENTITY                                       
221607251;04/02/2022 12:00:00 AM;Foothill   ;THEFT OF IDENTITY                                       
221605626;02/21/2022 12:00:00 AM;Foothill   ;BURGLARY                                                
221614187;11/10/2022 12:00:00 AM;Foothill   ;BURGLARY FROM VEHICLE                                   
221612963;10/02/2022 12:00:00 AM;Foothill   ;THEFT OF IDENTITY                                       
231604633;01/20/2023 12:00:00 AM;Foothill   ;THEFT OF IDENTITY                                       
221614420;11/20/2022 12:00:00 AM;Foothill   ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
221612885;09/30/2022 12:00:00 AM;Foothill   ;CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT                 
221606438;03/17/2022 12:00:00 AM;Foothill   ;INTIMATE PARTNER - SIMPLE ASSAULT                       
221611521;08/17/2022 12:00:00 AM;Foothill   ;LEWD CONDUCT                                            
221614643;11/28/2022 12:00:00 AM;Foothill   ;SHOPLIFTING - PETTY THEFT ($950 & UNDER)                
221608284;05/12/2022 12:00:00 AM;Foothill   ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
221605335;02/11/2022 12:00:00 AM;Foothill   ;THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)     
221607783;04/29/2022 12:00:00 AM;Foothill   ;CHILD ANNOYING (17YRS & UNDER)                          
221610424;07/14/2022 12:00:00 AM;Foothill   ;BURGLARY                                                
221605611;02/20/2022 12:00:00 AM;Foothill   ;VIOLATION OF COURT ORDER                                
221604963;01/31/2022 12:00:00 AM;Foothill   ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
221613319;10/14/2022 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
221600862;11/18/2022 12:00:00 AM;Foothill   ;OTHER MISCELLANEOUS CRIME                               
221605155;02/07/2022 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
221604634;01/22/2022 12:00:00 AM;Foothill   ;BATTERY - SIMPLE ASSAULT                                
221615373;12/21/2022 12:00:00 AM;Foothill   ;THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)     
221610924;07/30/2022 12:00:00 AM;Foothill   ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD
221606595;03/22/2022 12:00:00 AM;Foothill   ;THEFT PLAIN - PETTY ($950 & UNDER)                      
221608182;05/10/2022 12:00:00 AM;Foothill   ;BURGLARY                                                
221600663;05/30/2022 12:00:00 AM;Foothill   ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
221605875;02/28/2022 12:00:00 AM;Foothill   ;BUNCO, GRAND THEFT                                      
221612146;09/06/2022 12:00:00 AM;Foothill   ;THEFT OF IDENTITY                                       
221606678;03/25/2022 12:00:00 AM;Foothill   ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
221613122;10/07/2022 12:00:00 AM;Foothill   ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
221612877;09/30/2022 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
221612527;09/19/2022 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
221608155;05/09/2022 12:00:00 AM;Foothill   ;BATTERY - SIMPLE ASSAULT                                
221604709;01/25/2022 12:00:00 AM;Foothill   ;THEFT OF IDENTITY                                       
221613555;10/23/2022 12:00:00 AM;Foothill   ;ROBBERY                                                 
221610562;07/19/2022 12:00:00 AM;Foothill   ;CRIMINAL THREATS - NO WEAPON DISPLAYED                  
221614728;11/30/2022 12:00:00 AM;Foothill   ;THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)     
221608990;06/01/2022 12:00:00 AM;Foothill   ;THEFT OF IDENTITY                                       
221612196;09/08/2022 12:00:00 AM;Foothill   ;THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)     
221604915;01/31/2022 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
221608604;05/21/2022 12:00:00 AM;Foothill   ;RAPE, FORCIBLE                                          
221605908;03/01/2022 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
221607921;05/04/2022 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
221615230;12/17/2022 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
221614760;12/01/2022 12:00:00 AM;Foothill   ;BUNCO, GRAND THEFT                                      
221610377;07/12/2022 12:00:00 AM;Foothill   ;VIOLATION OF COURT ORDER                                
221614341;11/16/2022 12:00:00 AM;Foothill   ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD
221612425;09/14/2022 12:00:00 AM;Foothill   ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
221614234;11/12/2022 12:00:00 AM;Foothill   ;THEFT OF IDENTITY                                       
221615180;12/15/2022 12:00:00 AM;Foothill   ;THEFT OF IDENTITY                                       
221614296;11/15/2022 12:00:00 AM;Foothill   ;THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)     
221611478;08/16/2022 12:00:00 AM;Foothill   ;THEFT PLAIN - PETTY ($950 & UNDER)                      
221610745;07/24/2022 12:00:00 AM;Foothill   ;VIOLATION OF COURT ORDER                                
221614352;11/17/2022 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
221615628;12/30/2022 12:00:00 AM;Foothill   ;THROWING OBJECT AT MOVING VEHICLE                       
221608461;05/17/2022 12:00:00 AM;Foothill   ;ROBBERY                                                 
221605322;02/11/2022 12:00:00 AM;Foothill   ;BURGLARY                                                
221611369;08/12/2022 12:00:00 AM;Foothill   ;BURGLARY                                                
221607974;05/05/2022 12:00:00 AM;Foothill   ;THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)     
221604370;01/13/2022 12:00:00 AM;Foothill   ;ATTEMPTED ROBBERY                                       
221612912;10/01/2022 12:00:00 AM;Foothill   ;BUNCO, PETTY THEFT                                      
221606253;03/11/2022 12:00:00 AM;Foothill   ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
221605204;02/08/2022 12:00:00 AM;Foothill   ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD
221609152;06/04/2022 12:00:00 AM;Foothill   ;VIOLATION OF RESTRAINING ORDER                          
221613142;10/07/2022 12:00:00 AM;Foothill   ;BATTERY WITH SEXUAL CONTACT                             
221604917;01/31/2022 12:00:00 AM;Foothill   ;BURGLARY                                                
221605341;02/05/2022 12:00:00 AM;Foothill   ;BURGLARY FROM VEHICLE                                   
221613034;10/04/2022 12:00:00 AM;Foothill   ;CONTEMPT OF COURT                                       
221615332;12/20/2022 12:00:00 AM;Foothill   ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
221607942;05/04/2022 12:00:00 AM;Foothill   ;SHOPLIFTING-GRAND THEFT ($950.01 & OVER)                
221608968;06/02/2022 12:00:00 AM;Foothill   ;THEFT OF IDENTITY                                       
221606099;03/08/2022 12:00:00 AM;Foothill   ;THEFT PLAIN - PETTY ($950 & UNDER)                      
221607219;04/11/2022 12:00:00 AM;Foothill   ;CRIMINAL THREATS - NO WEAPON DISPLAYED                  
221614478;11/22/2022 12:00:00 AM;Foothill   ;THEFT PLAIN - PETTY ($950 & UNDER)                      
221612370;09/14/2022 12:00:00 AM;Foothill   ;BATTERY - SIMPLE ASSAULT                                
221609073;06/03/2022 12:00:00 AM;Foothill   ;BURGLARY                                                
221613485;10/20/2022 12:00:00 AM;Foothill   ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
221606121;03/08/2022 12:00:00 AM;Foothill   ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
221610048;07/02/2022 12:00:00 AM;Foothill   ;THEFT OF IDENTITY                                       
221605130;02/06/2022 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
221613925;11/03/2022 12:00:00 AM;Foothill   ;THEFT OF IDENTITY                                       
221610525;07/17/2022 12:00:00 AM;Foothill   ;VIOLATION OF RESTRAINING ORDER                          
221605256;02/10/2022 12:00:00 AM;Foothill   ;VIOLATION OF COURT ORDER                                
221615331;12/21/2022 12:00:00 AM;Foothill   ;FAILURE TO YIELD                                        
231605321;02/09/2023 12:00:00 AM;Foothill   ;SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH 
221605860;02/28/2022 12:00:00 AM;Foothill   ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
221611010;07/30/2022 12:00:00 AM;Foothill   ;SHOPLIFTING - PETTY THEFT ($950 & UNDER)                
221607472;04/20/2022 12:00:00 AM;Foothill   ;ROBBERY                                                 
221610281;07/09/2022 12:00:00 AM;Foothill   ;INTIMATE PARTNER - SIMPLE ASSAULT                       
221604311;01/10/2022 12:00:00 AM;Foothill   ;CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT                 
221608217;05/10/2022 12:00:00 AM;Foothill   ;BATTERY - SIMPLE ASSAULT                                
221608947;05/31/2022 12:00:00 AM;Foothill   ;BATTERY - SIMPLE ASSAULT                                
221610143;07/05/2022 12:00:00 AM;Foothill   ;BATTERY - SIMPLE ASSAULT                                
221607769;04/29/2022 12:00:00 AM;Foothill   ;ROBBERY                                                 
221610453;07/15/2022 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
221607829;05/01/2022 12:00:00 AM;Foothill   ;CRIMINAL THREATS - NO WEAPON DISPLAYED                  
231606791;03/30/2023 12:00:00 AM;Foothill   ;EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)              
231604010;01/01/2023 12:00:00 AM;Foothill   ;BURGLARY FROM VEHICLE                                   
221608613;05/21/2022 12:00:00 AM;Foothill   ;DISTURBING THE PEACE                                    
221614297;11/15/2022 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
221609382;06/11/2022 12:00:00 AM;Foothill   ;VANDALISM - MISDEAMEANOR ($399 OR UNDER)                
221610587;07/19/2022 12:00:00 AM;Foothill   ;LETTERS, LEWD  -  TELEPHONE CALLS, LEWD                 
221615578;12/28/2022 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
221610712;07/23/2022 12:00:00 AM;Foothill   ;BURGLARY                                                
221614444;11/20/2022 12:00:00 AM;Foothill   ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
221607767;04/28/2022 12:00:00 AM;Foothill   ;INTIMATE PARTNER - SIMPLE ASSAULT                       
221612011;09/02/2022 12:00:00 AM;Foothill   ;SHOPLIFTING - PETTY THEFT ($950 & UNDER)                
221609434;06/13/2022 12:00:00 AM;Foothill   ;THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)     
221610015;07/01/2022 12:00:00 AM;Foothill   ;BURGLARY                                                
221612781;09/27/2022 12:00:00 AM;Foothill   ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD
221612109;09/06/2022 12:00:00 AM;Foothill   ;BURGLARY                                                
221610611;07/20/2022 12:00:00 AM;Foothill   ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD
221607784;04/30/2022 12:00:00 AM;Foothill   ;CHILD ANNOYING (17YRS & UNDER)                          
221608438;05/17/2022 12:00:00 AM;Foothill   ;VIOLATION OF COURT ORDER                                
231610484;07/25/2023 12:00:00 AM;Foothill   ;RAPE, FORCIBLE                                          
221609257;06/07/2022 12:00:00 AM;Foothill   ;BATTERY - SIMPLE ASSAULT                                
221609782;06/24/2022 12:00:00 AM;Foothill   ;THEFT OF IDENTITY                                       
221611689;08/23/2022 12:00:00 AM;Foothill   ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD
221606170;03/08/2022 12:00:00 AM;Foothill   ;VANDALISM - MISDEAMEANOR ($399 OR UNDER)                
221612787;09/27/2022 12:00:00 AM;Foothill   ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
221613684;10/27/2022 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
221604637;01/22/2022 12:00:00 AM;Foothill   ;VIOLATION OF COURT ORDER                                
221611922;08/31/2022 12:00:00 AM;Foothill   ;VIOLATION OF RESTRAINING ORDER                          
221613787;10/31/2022 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
221612411;09/14/2022 12:00:00 AM;Foothill   ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
221604721;01/25/2022 12:00:00 AM;Foothill   ;VANDALISM - MISDEAMEANOR ($399 OR UNDER)                
221606992;04/04/2022 12:00:00 AM;Foothill   ;THEFT OF IDENTITY                                       
221605085;02/04/2022 12:00:00 AM;Foothill   ;INTIMATE PARTNER - SIMPLE ASSAULT                       
221605364;02/12/2022 12:00:00 AM;Foothill   ;THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)     
221611832;08/27/2022 12:00:00 AM;Foothill   ;BURGLARY                                                
221614447;11/20/2022 12:00:00 AM;Foothill   ;BURGLARY                                                
221611117;08/05/2022 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
221609640;06/20/2022 12:00:00 AM;Foothill   ;BURGLARY                                                
221605598;02/19/2022 12:00:00 AM;Foothill   ;SHOTS FIRED AT MOVING VEHICLE, TRAIN OR AIRCRAFT        
221614012;11/05/2022 12:00:00 AM;Foothill   ;VIOLATION OF RESTRAINING ORDER                          
221604467;01/17/2022 12:00:00 AM;Foothill   ;ROBBERY                                                 
231604059;01/03/2023 12:00:00 AM;Foothill   ;BATTERY - SIMPLE ASSAULT                                
221611348;08/11/2022 12:00:00 AM;Foothill   ;CRIMINAL THREATS - NO WEAPON DISPLAYED                  
221611225;08/08/2022 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
221610606;07/20/2022 12:00:00 AM;Foothill   ;THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)     
221611589;08/19/2022 12:00:00 AM;Foothill   ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
221613601;10/24/2022 12:00:00 AM;Foothill   ;THEFT OF IDENTITY                                       
221604695;01/25/2022 12:00:00 AM;Foothill   ;CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER)
221607102;04/07/2022 12:00:00 AM;Foothill   ;THEFT OF IDENTITY                                       
221612193;09/08/2022 12:00:00 AM;Foothill   ;THEFT OF IDENTITY                                       
221606900;04/01/2022 12:00:00 AM;Foothill   ;THEFT PLAIN - PETTY ($950 & UNDER)                      
221610550;07/18/2022 12:00:00 AM;Foothill   ;OTHER ASSAULT                                           
221610435;07/14/2022 12:00:00 AM;Foothill   ;INTIMATE PARTNER - SIMPLE ASSAULT                       
221609348;06/10/2022 12:00:00 AM;Foothill   ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
221606934;04/03/2022 12:00:00 AM;Foothill   ;INTIMATE PARTNER - SIMPLE ASSAULT                       
221611076;08/03/2022 12:00:00 AM;Foothill   ;THEFT OF IDENTITY                                       
221611961;09/01/2022 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
221609454;06/13/2022 12:00:00 AM;Foothill   ;THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)     
221614298;11/15/2022 12:00:00 AM;Foothill   ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
221613247;10/10/2022 12:00:00 AM;Foothill   ;INTIMATE PARTNER - SIMPLE ASSAULT                       
221613521;10/21/2022 12:00:00 AM;Foothill   ;CRIMINAL THREATS - NO WEAPON DISPLAYED                  
221605185;02/07/2022 12:00:00 AM;Foothill   ;BIKE - STOLEN                                           
221609858;06/23/2022 12:00:00 AM;Foothill   ;CRIMINAL THREATS - NO WEAPON DISPLAYED                  
221609250;06/07/2022 12:00:00 AM;Foothill   ;ROBBERY                                                 
221614923;12/05/2022 12:00:00 AM;Foothill   ;THEFT OF IDENTITY                                       
221609437;06/13/2022 12:00:00 AM;Foothill   ;THEFT OF IDENTITY                                       
